case	verdict	evidence	note
W1-1	PASS	evidence/04-integration/W1/out/W1-1-start.txt	the product started itfleet-W1-probe-2801222 and reports it alive, with the server taken from FLEET_TMUX_SOCKET=itfleet-W1 and no socket named in the call
W1-2	PASS	evidence/04-integration/W1/out/W1-2-private-sessions.txt	itfleet-W1-probe-2801222 is on socket itfleet-W1
W1-3	PASS	evidence/04-integration/W1/out/live-sessions-after.txt	the live server's session set is byte-identical across a session being created and made live on the private one (3 sessions, incl. 0 dt-)
W1-4	SKIP		no dt- session exists on the live server right now, so this cell cannot distinguish blindness from an empty world
W1-5	SKIP		no dt- session to be blind to
W1-6	PASS	evidence/04-integration/W1/out/W1-6-private-after-cleanup.txt	cleanup removed itfleet-W1-probe-2801222 from the private server by exact name and left the live server's session set byte-identical
W1-8	PASS	evidence/04-integration/W1/out/W1-8-groupA.txt	each group server shows ONLY its own session and neither shows the other's — both live, so the invisibility is measured and not vacuous. This is why the socket is per section rather than one shared 'itfleet'
W1-7	PASS	evidence/04-integration/W1/out/W1-7-negative-control.tsv	negative control: a live session set differing by ONE non-dt- name is reported FAIL — so W1-3 and W1-6 are assertions and not decoration. The pre-SI-1 check would have passed this, because nothing dt- moved
W1-7-restored	PASS		the real baseline is byte-identical: the negative control ran against a repointed COPY and never wrote the shared file
W1-9	PASS	evidence/04-integration/W1/out/W1-9-attribution.tsv	SI-25's attribution is FALSIFIABLE, both directions with a real process each: a claude-named process started INSIDE the instant attributes to the section (which is what makes an added worker FAIL), and one started outside does not (which is what stopped the operator's quantonOnSpark4 session being charged to §L/§M/§N). Without this the branch that accuses had never fired — inside-attributed=yes outside-attributed=correctly-foreign
ISOLATION-W1-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-W1
A0	PASS	it/A/out/live-sessions-before.txt	the live session set at §A t0 is byte-identical to the recorded baseline (3 sessions), so ISOLATION-A-enter compares a current baseline
ISOLATION-A-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-A
A1a	PASS	it/A/out/A1-per-verb.txt	no mutating verb created $HOME/.fleet with FLEET_HOME unset (18 verbs, a fresh sandbox HOME each)
A1b	PASS	it/A/out/A1-per-verb.txt	all 18 mutating verbs exited 2 with a diagnostic naming FLEET_HOME/--home
A1c	PASS	it/A/out/A1-real-fleet-after.manifest	the operator's real ~/.fleet is unchanged across the whole A1 probe: exists=no before and after, and its content+mtime manifest is byte-identical (empty manifest = absent). Every probe ran with HOME redirected into the section tree, so the fallback could not reach it
A1	PASS	it/A/out/A1-per-verb.txt	FLEET_HOME unset ⇒ every mutating verb refuses exit 2, nothing falls back to ~/.fleet, and the operator's store is untouched (A1a+A1b+A1c)
A2a	PASS	fleet/it/live-stores.sha256	the snapshot exists and covers BOTH live stores: 67 sha256 lines, 63 dispatch-board + 4 ws-pool entries, 0 malformed
A2b	PASS	it/A/out/A2-negative-control.tsv	negative control: handed a snapshot differing by ONE entry, it_assert_isolation returns 1 and writes a FAIL saying THE LIVE STORES CHANGED — so the store comparison is an assertion, not decoration. The live stores themselves were not read by this runner and not perturbed; only the snapshot handed to the mechanism was
A2c	PASS	it/A/out/A2-runner-coverage.txt	all 17 run-*.sh runners source lib.sh and reach it_assert_isolation (via it_section or directly), so 'every later section re-diffs the snapshot' is structural rather than a convention
A2	PASS	it/A/out/A2-negative-control.tsv	the live-store snapshot exists and covers both stores, every runner re-diffs it, and the comparison FAILS when perturbed (A2a+A2b+A2c). §A adds no second implementation of the check
A3	PASS	it/A/out/A3-cwd-elsewhere.stdout	import fleet succeeds from a second checkout of 18 modules at a different path, with cwd elsewhere and __pycache__ stripped; fleet.__file__ resolves INTO the second checkout
A3b	PASS	it/A/out/A3b.out	a real verb ran from the second checkout and all 18 loaded fleet.* modules resolved INSIDE it — no module leaked from the primary tree
A4a	PASS	it/A/out/A4a.out	AST scan of all 18 of 18 src/fleet/*.py modules (function-local imports included): every import root is stdlib or fleet. Roots seen: ['contextlib', 'dataclasses', 'datetime', 'fleet', 'hashlib', 'json', 'os', 'pathlib', 'random', 're', 'subprocess', 'sys', 'tempfile', 'time', 'typing']
A4b	PASS	it/A/out/A4b-dynamic-import-sites.txt	no importlib / __import__ / pkgutil / pkg_resources / eval / exec anywhere in src/fleet — so the A4a AST scan sees the WHOLE import surface and is not defeated by a name computed at runtime
A4c	PASS	it/A/out/A4c.out	real run with the import surface restricted: python3 -S leaves 0 site/dist-packages entries on sys.path, all 18 fleet modules imported and 16 REAL verbs run (subprocess, /proc and git paths included) under a meta_path hook that refuses any non-stdlib import requested from a fleet frame — 0 refusals. The stdlib's own Jython probe (top-level 'org', from copy.py) is attributed elsewhere and allowed, which is exactly why the hook attributes by calling frame and not by module name
A4	PASS	it/A/out/A4c.out	no import outside the stdlib: static (A4a, all 18 modules incl. function-local imports), no dynamic escape hatch (A4b), and a real -S run with a frame-attributed deny hook (A4c)
A5a	PASS	it/A/out/A5-matrix.txt	the matrix covers all 30 verbs read off cli.VERBS — the plan says 20, FD-12 added seven, and the count is derived rather than typed so a 28th verb fails this case
A5b	PASS	it/A/out/A5-matrix.txt	every one of 67 real invocations returned a code inside registered_codes(verb) — the 5 base codes for 26 verbs and FD-10's 0/10/11/12/13 for pane-guard
A5c	PASS	it/A/out/A5-matrix.txt	every driven cell returned the code its state calls for: 67 invocations, 0 mismatches. Cells whose code is state-dependent (selftest, the two harvest ticks) carry no want and are reported in A5e instead of asserted here
A5d	PASS	it/A/out/A5-code-producers.txt	all five registry codes were really produced: 0 ok (init/enroll/leases/...), 1 attention (lint on a forbidden STATE.md, review NOT-READY, complete on an unpassed gate), 2 bad-input (an undeclared flag, all 30 verbs), 3 no-capacity (dispatch --dry-run, 0 enrolled slots, guard named=yes), 4 refused (unenroll of a leased slot, message names the lease=yes; and dispatch --cap 0, wip-cap named=yes). Codes observed: 0 1 2 3 4 12 13 
A5e	SKIP	it/A/out/A5-matrix.txt	NOT DRIVEN, stated rather than passed vacuously: (1) dispatch's ok/no-capacity/refused are driven through --dry-run only, because a real dispatch HARDCODES a dt-{name} tmux session (cli._do_dispatch) and the isolation contract forbids §A creating one — there is no --no-launch flag; (2) pane-guard's 0/10/11 need a pane rendering claude's input box, which §M10 already drives against real panes; (3) selftest returned 0 and is the one cell carrying no want: its code is a property of the working TREE (M13 shows dirt inside src/ or tests/ makes it 1) and other agents are editing that tree, so it is asserted for registry membership (A5b) alone. harvest's pair IS asserted (1 then 0) once given a home of its own — in the shared home the second tick cannot reach 0, which is A5f; (4) no-capacity and refused are reachable for dispatch and unenroll only — the other 25 verbs have no admission rule to refuse them, so 'drive EVERY verb into all five' is not a property this domain has
A5f	PASS	it/A/out/A5f-summary.txt	harvest's attention code is clearable: tick1=1 (no prior state), tick2=0, and a resume from the default base leaves tick3=0 tick4=0 — the register stays readable
A5	PASS	it/A/out/A5-matrix.txt	all 30 verbs driven through 67 REAL invocations (no --dry-run except dispatch, and that is stated in A5e): every code came from the registry and every intended state produced its own code; all five base codes really occurred
A8a	PASS	it/A/out/A8-audit.txt	audited 18 harness files (lib.sh + every run-*.sh, this runner included, comments and string literals discounted): 0 git push / git merge / gh pr merge / rm -rf-on-home in an EXECUTED position; all 10 tmux kill-server/kill-session sites name a private server (tmux -L, or it_tmux which refuses when no section is entered), so none can reach the live tmux server
A8b	PASS	it/A/out/A8-audit.txt	46 rm -rf site(s) across the harness and every one takes a $VARIABLE target ($EV / $FLEET_HOME / $SLOTS / $G3_SOCK / $A_EVDIR), so none is a literal path and none can widen past the section tree. The delete recipes that appear as text — the one run-group5.sh writes into a RUNBOOK.md for M12 to REFUSE, and the shapes M9 searches handlers for — are string literals and are correctly not counted as commands
A8c	SKIP	it/A/out/A8-audit.txt	59 write site(s) land OUTSIDE <section>/ — the clause as written does not hold, and every one is deliberate: 49 site(s) write the register ($RESULTS) and the live-session baseline ($IT_ROOT/live-tmux-sessions.txt, $IT_ROOT/dt-sessions-seen-<S>.txt) at fleet/it level, which is right for state SHARED across sections but is outside <section>/; 10 site(s) touch $TMPDIR — chiefly it_own_cases staging the register through mktemp, the only write that leaves the instant at all, transient and never cited as evidence. What P-3 actually protects (no evidence path outside the instant) HOLDS. SKIP not FAIL: the clause is stricter than the design (SI-18), the register and the baseline are shared-across-sections BY DESIGN, and what P-3 protects — no evidence path outside the instant — holds and is enforced per-commit by lint-evidence-paths.sh
A8	PASS	it/A/out/A8-audit.txt	the harness contains no push, no merge and no rm -rf on the home directory (A8a+A8b), audited over 18 files including run-A.sh itself. A8c is SKIPPED, not proven: its clause ('no write outside <section>/') is stricter than the design, because the register and the live-session baseline are shared ACROSS sections by construction — see A8c's own row for the enumeration and SI-18 for the adjudication. What P-3 protects is asserted elsewhere and enforced per-commit
A6	PASS	it/A/out/claude-pids-after.txt	pgrep -x claude is identical before and after §A: the same 9 live pids, compared as a SET and not just a count. The detector is live (it matched 9 processes), so this is a measurement and not an empty world. §A starts and kills no claude; the only long-lived process it created is a tmux 'sleep 900' pane on the private server
A7	PASS	it/A/out/A7-dt-after.txt	no dt- session was created or killed: the live server's dt- set is identical before and after by NAME AND session_created (0 session(s)), and §A's own private server (socket itfleet-A) carries 0 dt- sessions — the only session §A created is itfleet-A-a5shell. §A runs no real dispatch, only dispatch --dry-run, which claims/creates/starts nothing
A7b	SKIP	it/A/out/A7-product-dt-sites.txt	the 'never WRITTEN TO' half cannot be asserted this run: there is no dt- session on the live server at all, so a check for 'not written to' would pass against an empty world — the distinction run-w1.sh's W1-4 skips for the same reason. What IS asserted: cli._do_dispatch hardcodes tmux=f'dt-{name.name}' at 3 site(s) in src/fleet (A7-product-dt-sites.txt) and routes every tmux call through FLEET_TMUX_SOCKET (4 reference(s) in session.py), which it_section exports as itfleet-A — so a real dispatch's dt- session lands on a private server. REPORTED as a product finding: there is no flag on any verb to choose the session name at dispatch (only resume has --tmux), so Plan 6's 'no session matching ^dt- is created' cannot be honoured from outside
ISOLATION-A-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-A
ISOLATION-H-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-H
H1	PASS	fleet/it/H/out/H1-ready.txt	three milestones in a chain m1(done)<-m2<-m3: ready is exactly ['m2'] — the one whose dep has LANDED, not merely exists — and m3's row NAMES m2 as its blocker. A chain rather than a pair on purpose: with two milestones 'names its blocker' can pass by naming the only candidate
H2	PASS	fleet/it/H/out/H2-attribution.txt	a WORKER proposed into the coordinator's roadmap: roadmap.json byte-identical AND mtime-identical (propose must not even rewrite identical bytes), the proposal is listed as pending, and it is attributed to the WORKER's instant rather than to the roadmap's own — so the coordinator's inbox can say who asked
H3	PASS	fleet/it/H/out/H3-after.txt	apply moved m2 to done, carried the proposal's evidence onto the milestone, CONSUMED the proposal (pending is now empty, so replaying the inbox cannot apply it twice), and readiness recomputed — m3 is now ready because its dep has LANDED. Four consequences of one call, asserted together
H4	PASS	fleet/it/H/out/H4-lib.out	empty evidence is refused with exit 2 at BOTH doors: through the CLI (rc=2) and at the library for all three shapes of empty — [] , [""] and whitespace-only. A proposal with no evidence is a claim, and the producer refuses it
H9	PASS	fleet/it/H/out/H9-carry.out	SD-5's replacement for reassignment is a MECHANISM, not prose: the whole carry-across runs on `fleet` alone — the coordinator raises the carried item with `fleet milestone` (which did not exist until SI-26; §H seeded via python and so proved nothing about the coordinator's surface), its blocker is named while the dep is unlanded, a worker lands the dep through propose/apply, and the item becomes ready by DERIVATION with nobody setting a flag
H10	PASS	fleet/it/H/out/h10/join.txt	the milestone<->instant join holds from all three sides that must agree — the RECORD names j1, the CHILD's origin.json names both this coordinator and j1, and the MILESTONE names the child as owner while its STATUS stays 'blocked' (only `apply` may move a status). A second dispatch onto j1 is refused as already claimed. And the worker's `propose` with NO --to reached the COORDINATOR's inbox (0 -> 1) leaving its own at 0: before SI-27 that measured 0 at the coordinator and 1 at the worker, after which `harvest` applied it locally and closed the folder — a report lost with no error. `board` names j1 in its milestone column
ISOLATION-H-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-H
ISOLATION-LB-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-LB
LB1	PASS	fleet/it/LB/out/LB1-seed.txt	dispatch recorded the git lineage as DATA (lineage_base=alpha=c7822f3647b0) and, separately, where the slot actually was (golden_base=alpha=a692cd00a5ed, read-only — this verb performs no checkout). The seed the worker reads first carries the LITERAL command `git -C alpha checkout --detach c7822f3647b0`, generated from that same field, plus the fact that propose/complete REFUSE without it and a note about the prebuilt native artifacts. OI-1 was two prose authorities disagreeing about the base; an instruction generated from the recorded field cannot drift from the field the gate checks
LB2	PASS	fleet/it/LB/out/LB2-done.out	from the unrepositioned golden — the exact position ws3 arrived in — `propose --status done` was REFUSED (exit 4) and so was `complete` (exit 4), each naming the base c7822f3647b0 it expected and pointing at `fleet base-check`; the folder is still -inflight-, so the rename that IS the state transition did not happen. `propose --status running` was ALLOWED (exit 0), because a worker legitimately reports progress from wherever it is while it works — gating that would fire on every worker before it had done anything. This is why the mechanism is a GATE and not a check the worker runs: OI-3 records the worker running the old check and the id failing to resolve
LB3	PASS	fleet/it/LB/out/LB3-basecheck.tsv	running the one command the seed printed cleared the gate: base-check reports 'at the base' with no violation (exit 0) and the same `propose --status done` that was refused in LB2 now succeeds. The pair is the assertion — LB2 alone would pass against a gate that refuses every claim of done, which would be a worse product than the defect it fixes
LB4	PASS	fleet/it/LB/out/LB3-basecheck.tsv	the stale-native warning FIRED once the source moved off the commit the slot was leased at (libvelox.so predating the checkout) and CLEARED when the artifact was rebuilt — and it is severity=info, never a refusal, because a JVM-only milestone is legitimately unaffected and nothing here can tell whether this milestone touches native code. This is the check that actually caught something in the real incident, and the half that clears is what stops it becoming an alarm nobody reads
ISOLATION-LB-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-LB
ISOLATION-F-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-F
F3	PASS	fleet/it/F/out/F3-dispatch.out	a phase written as PROSE into HANDOFF.md did NOT free the cap: the second dispatch is still refused (exit 4, naming the cap) and no instant was created. The stated direction is under-trigger, never mis-trigger, and the failure it guards against is on record — a profile's kind was once read out of charter prose and 3 of 5 silently became 'worker'
F2	PASS	fleet/it/F/out/F2-dispatch.out	one DECLARATION freed the cap that identical prose could not: with '## Phase: AWAITING-CI' still sitting in HANDOFF.md and refusing (F3), `fleet declare --phase AWAITING-CI` made the same dispatch succeed and produce 00000000-07310227-inflight-append-secondc. The pair is the assertion — F3 alone would pass against a cap that refuses everything
F9-zero-delta	PASS		zero delta (content+mtime)
F9	PASS	fleet/it/F/out/F9-status.tsv	`compaction-status` named the live -inflight-compact- sibling (00000000-07310227-inflight-compact-freezemaker) and left FLEET_HOME and the slots byte-identical. Both halves are required: a zero delta from a verb that reported no freeze would be vacuous, and this is the verb whose ABSENCE made two actors interrogate the guard destructively
F11	PASS	fleet/it/F/out/F11.out	a compaction present ONLY as a folder — 0 records in the store, which is exactly what maintain-workspace's compact op produces — froze the dispatch (exit 4, naming the folder and how to clear it) and `compaction-status` reported it as a VIOLATION rather than 'no compaction of this effort is inflight'. No instant was created. Before SI-30 this measured exit 0 with the work landed: the guard declares direction=MIS_TRIGGERS and was under-triggering, toward the outcome its own docstring calls unrepairable
F1	PASS	fleet/it/F/out/pre-refused.out	with the default cap of 1 and one running worker, a second dispatch exits 4 (refused by an admission rule, not an error), and the message names the CAP, names the SUBJECT holding it, and states what clears it — a refusal a human cannot act on is one that gets forced blindly
F4	PASS	fleet/it/F/out/F4-F7.out	an -inflight-compact- sibling refuses an ordinary dispatch with exit 4 and NAMES the blocking instant. A compaction is exclusive for a different reason than a full cap — unfoldable rebase debt, not attention — so it blocks at any cap, and the message has to say which instant to wait for
F5	PASS	fleet/it/F/out/F4-F7.out	the compaction declared AWAITING-CI — which takes it OUT of the cap's active-dev count — and the dispatch is STILL refused (exit 4). Two rules kept structurally apart, each reporting its own verdict: folding them together gets exactly one of these two cases wrong whichever way you fold it, and 'the cap says I have room' is not an answer to 'may I dispatch?'
F6	PASS	fleet/it/F/out/F4-F7.out	`resume` succeeded (exit 0) in the very state where every dispatch is refused, because it evaluates NO admission rule: refusing a recovery path is its own outage — the alarm would block the fix
F7	PASS	fleet/it/F/out/F4-F7.out	an override is BAD INPUT without a reason (--override with no value: exit 2) and with an empty one (--override "": exit 2), and the empty case does NOT answer 'give a reason' — the caller has already done that, and a remedy that restates what they just did is a loop. With a real reason it admitted (exit 0) and the reason is IN THE RECORD, which is what makes an override auditable rather than a shrug. Measured on the way: with only ONE slot enrolled the override attempt exits 3 (no capacity), because an override clears the RULES that refuse and not a physical shortage of workspaces — so this case enrols two
F8	PASS	fleet/it/F/out/F8-per-flag.txt	all 88 value-taking flag/verb pairs across every MUTATING verb exited 2 with the 'needs a value' diagnostic inside timeout 5, and NONE hung. The matrix is generated from the declared `takes_value` field rather than typed, so a flag documented one way and parsed another cannot hide here — and a hang is the failure that matters most, because it blocks a coordinator with no message at all
F10-compaction-status	PASS		zero delta (content+mtime)
F10-board	PASS		zero delta (content+mtime)
F10-leases	PASS		zero delta (content+mtime)
F10-status	PASS		zero delta (content+mtime)
F10-lint	PASS		zero delta (content+mtime)
F10-roadmap	PASS		zero delta (content+mtime)
F10-brief	PASS		zero delta (content+mtime)
F10-dispatch-dryrun	PASS		zero delta (content+mtime)
F10	PASS	fleet/it/F/out	eight evaluate-only paths each left FLEET_HOME and the slots byte- and mtime-identical, asserted PER VERB and not once for the set — including `dispatch --dry-run`, which evaluates every gate and is the one that most needs to write nothing. A guard you cannot interrogate non-destructively gets interrogated destructively, and that has happened here twice
ISOLATION-F-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-F
ISOLATION-G-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-G
G1	PASS	fleet/it/G/out/G1-consumers.tsv	`declare` was handed the ugly argument '  AWAITING-CI  ' and printed 'awaiting-ci', which is NOT an echo: the same call's own `asked` row reads 'AWAITING-CI' beside it. And that one token is what three FRESH consumers in three separate processes read back — `brief`'s phase row, `lint`'s population row, and `status`'s evidence.declared_phase, which is the reconcile JOIN and therefore the field the WIP cap counts. It also equals reconcile.PHASE_AWAITING_CI read out of the product, so the token acknowledged is the token consumed. The ugly argument is the whole point: with a pre-normalised one an echo and a re-read are the same string, and an echoing verb would pass this case while reproducing RCF-9 — handing the declarer back its own belief. One measured aside, not a finding: the `asked` row is whitespace-collapsed on the way out by _oneline (one record, one line, NFR2-7), so the argument's spaces are not visible there and the CASE difference is what makes the two rows distinguishable
G2	PASS	fleet/it/G/out/G2-consumers.tsv	seven declaration-shaped lines in four shapes (plain · bold ×3 · indented · trailing prose ×2) hand-written into HANDOFF.md with no declaration: all three consumers still report NO phase — `brief` says (none declared), `lint`'s population says None, the reconcile join's evidence.declared_phase is empty — and `.fleet/` is unchanged in content AND mtime (so not even a transient write), as is the record store. NOT VACUOUS: a twin instant carries the BYTE-IDENTICAL prose block (sha12 e3eb3550c11f, both files compared) with a real declaration behind it and every consumer reads awaiting-ci there. Prose held constant, declaration varied, and the read follows the declaration — a consumer that always answered '(none declared)' would fail the twin
G3	PASS	fleet/it/G/out/G3-shapes.tsv	all four shapes are named by line number as near-miss-declaration findings (lint rc=1, 7 rows), the identical lines with a real declaration behind them are NOT findings (0 rows — a rule, not a grep), and appending the identical block to DECISIONS.md (outside NEAR_MISS_FILES=HANDOFF.md, read from the product) moves the count not at all. This is the case that makes G2 and G4 non-vacuous: a lint that flagged nothing would pass both of those trivially and fails here
G4	PASS	fleet/it/G/out/G4-discrimination.tsv	a correct retraction in prose with no live declaration is NOT flagged: on its own, both renderings (bare and backticked) give 0 findings and lint exits 0 — clean. NOT VACUOUS, and not by appeal to another case: one plain near-miss line was appended to the SAME HANDOFF.md and ONE lint call then flags line 12 and neither retraction (lines 10, 11), 1 row(s) total. So the rule discriminates within a single measurement. This is the fixture Plan 6 names as the one that would have made a naive lint fire on 5 of 5 live instants: every register that DISCUSSES RCF-9 quotes the line, and a permanently-red lint trains everyone to ignore red
G5	PASS	fleet/it/G/out/G5-roundtrip.tsv	the full round trip through a FRESH consumer at every step: two `<none> — nothing has arisen` lines in HANDOFF.md leave `brief` at parked=(not parked) with `.fleet/` unchanged in content and mtime; `park` then makes the same consumer report the question verbatim; `unpark` names what it cleared and the consumer returns to (not parked). NOT VACUOUS: the same consumer that reports 'no park' for the prose reports the real park two steps later, so a consumer that never reported one would fail here. And `park --question ""` exits 2 with the STANDING PARK INTACT — the same store, the same file, the empty argument refused and nothing overwritten, which is exactly what G6 asks of `declare`
G6	PASS	fleet/it/G/out/G6-empty-phase.tsv	`declare --phase ""` exits 2 and the declaration is untouched: declare.json sha12 0c0d05da03e8 before and after, and `brief` still reads 'phase=awaiting-ci, parked=(not parked)'. An empty argument is refused rather than applied, so the phase cannot be cleared by a verb whose job is to set one
G7	PASS	fleet/it/G/out/G7-rename.tsv	a phase AND a parked question survive the rename that IS the completion signal: `.fleet/declare.json` moved with the folder (present at the new path, the old path gone), and both readings still say 'phase=awaiting-ci, parked=is the base position right for this milestone?' — through the STALE argument path (`brief`, which resolves via identity.resolve) and through the RECORD, whose child_instant predates the rename (`status`, via _child_of), where the join also reports folder_state=complete. NOT VACUOUS: the control renames the NAME field as well as the state, and the stale path is then REFUSED with exit 2 — resolution matches the full stable key with only `state` varying, so it cannot have passed by finding the nearest sibling (OBS-14: two instants dispatched in the same minute share base-curr)
ISOLATION-G-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-G
ISOLATION-I-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-I
I1	PASS	fleet/it/I/out/I1-gate.row	one READY round recorded through the CLI ⇒ the gate ALLOWS at exit 0, and it says why it allowed: guard `review-verdict` (the machine-readable half, compared rather than grepped out of prose) and a reason naming the round, its recorded timestamp and 0 open blocking findings. Recording also rendered REVIEW.md, which matters two cases later — I5 deletes a file that demonstrably existed
I2	PASS	fleet/it/I/out/I2-gate2.row	READY-WITH-FIXES plus one OPEN Important ⇒ exit 1, and the reason NAMES THE COUNT: '1 open blocking finding(s) remain of severity Critical/Important: I2-imp (Important, src/fleet/cli.py)'. The recorded verdict still reads READY-WITH-FIXES — the arithmetic of open_blocking() refuses, not the summary word. The count is asserted at TWO values, because a single '1' is indistinguishable from a hardcoded one: a second round restates the Important still-open and raises another, and the reason moves to '2 open blocking finding(s)' (exit 1 both times). The Nit is the control — it is outside BLOCKING_SEVERITIES and appears in NEITHER count, so a gate counting findings rather than blocking ones would have said 2 and then 3
I3	PASS	fleet/it/I/out/I3-none.row	an empty ledger is UNDECIDABLE, not decided-no, and it is asserted in the WORDING as well as the code: exit **2** (not 1), guard `review-undecidable` (not `review-verdict`), the reason opens 'UNDECIDABLE: no review round has been recorded', says 'nothing has been judged', reports 'population: 0 round(s)' — and contains not one case-insensitive occurrence of 'not-ready' anywhere. Measured SIDE BY SIDE with a real NOT-READY ledger on a second instant, which exits **1** with guard `review-verdict` and does say 'recorded verdict NOT-READY': without that half, 'never says not-ready' would also be satisfied by a build incapable of saying it. Two states, two codes, two guards, two sentences — a reader is sent to two different problems
I4	PASS	fleet/it/I/out/I4-cumulative.row	scope coverage is the UNION across rounds, not the newest round's: round 1 `all` then round 2 `code` ⇒ `--require-scope all` passes at exit 0, while the gate row confirms the NEWEST round is the narrow one ('round 2 (scope code)') and coverage reads 'alignment, all, code, format'. OBS-30 was found by pointing the tool at production instants after every fixture passed, and reading only the newest round is a false refusal of a correctly-reviewed worker. The negative control makes this falsifiable: a second instant whose ONLY round is `code` is REFUSED at exit 1, guard `review-scope`, naming 'missing: alignment, format' — so a `--require-scope` that was silently ignored could not have produced both rows
I5	PASS	fleet/it/I/out/I5-compare.txt	REVIEW.md DELETED ⇒ the gate is unchanged: exit code 0 and a BYTE-IDENTICAL reason string (round number, recorded timestamp, covered scopes, finding counts, ledger path — all of it) against a PRE-IMAGE captured from this instant before the deletion. The pre-image was captured TWICE, the two agreed, and what they agreed on was a REAL verdict (a non-empty row under a declared guard id, clean stderr — a traceback never becomes a baseline), so the comparison is not vacuous: there is no literal here a gate frozen on one answer could satisfy, and this section's I1/I2/I3 rows show the same gate returning 0, 1 and 2 on other ledgers. Plan 6's note is 'any read at all would fail here' — an open() on an absent path raises, so equality proves the file is not on the path the decision travels. And REVIEW.md is still absent afterwards: the gate did not re-render the view it stands accused of reading, which would have restored the file and hidden the question
I6	PASS	fleet/it/I/out/I6-compare.txt	REVIEW.md replaced by a file that CONTRADICTS the ledger — bold '**Verdict: NOT-READY**', a '## Round 2 of 2 (final)' heading, a fictional open Critical, and the literal words 'NOT-READY' six times — over a ledger whose one round is READY ⇒ the gate is unchanged: exit 0 and a byte-identical reason against a pre-image captured twice before the swap and validated as a real verdict rather than a traceback. This corruption is the one that CAN be read successfully and lies, unlike I5's absence and I7's directory, and it is OBS-15/OBS-19 reconstructed: the predecessor's regex blocked one READY worker for bolding its verdict and a second for disambiguating a two-round heading, so both dialects are in the file at once. Anything consulting the view would have flipped this gate to a refusal. The lying file is also byte-unchanged afterwards, so the gate neither read it nor overwrote it — verbatim copy at fleet/it/I/out/I6-contradicting-view.md
I7	PASS	fleet/it/I/out/I7-compare.txt	REVIEW.md replaced by a DIRECTORY (with a decoy **NOT-READY** markdown file inside it) ⇒ the gate is unchanged: exit 1 and a byte-identical reason against a pre-image captured twice beforehand and validated as a real verdict — this is the case that made that validation mandatory: a mutant whose gate DID read the view crashed on every query, so an empty row compared equal to an empty row and I7 passed on the very build it exists to catch (see `i_preimage`). open() on a directory raises IsADirectoryError in every mode, so there is no lenient read and no default-on-missing that gets past this — 'any read at all would fail here'. This instant is seeded to REFUSE (READY-WITH-FIXES with an open Critical, exit 1) where I5 and I6 preserve an ALLOW at exit 0, so 'unchanged' is asserted in BOTH directions: a gate frozen on refusal passes here and fails I5/I6, one frozen on allow does the reverse, and neither survives the section. The directory and its decoy are still in place afterwards
I8	PASS	fleet/it/I/out/I8-summary.txt	the view is DERIVED and regenerated in full. Two renders of one unchanged ledger are byte-identical (sha c24d9beff5cf… both times, the returned string equal to the bytes on disk), and every timestamp in the view is one the LEDGER holds — which is why byte-identity needs no frozen clock (NFR2-3's injected now). Then a hand edit that DID change the file (sha moved to efac492de6d2…) is discarded by the next render, back to c24d9beff5cf… exactly. The byte-identity half is asserted at the library and that is a stated limitation, not a shortcut: the CLI reaches render() only as a side effect of `review --verdict`, which appends a round, so two CLI renders are of two different ledgers and differing bytes would be CORRECT. The CLI half a worker actually walks is asserted too — hand-edit, then record round 2: the edit is gone and the file carries BOTH '## Round 1' and '## Round 2', so the writer regenerated the whole document rather than appending to it (NFR2-10)
ISOLATION-I-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-I
ISOLATION-J-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-J
